日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2006-09-30,0.3125,,,0.0,2.8068,2.52,0.4467,0.576,0.5986,2.5,4.9579,32.0165,5.3229,19.8159,16.3677,67.841,15.285,116.9575,41.67,18.5537,32.1059,15.7293,1.3306,193.0055,0.0043,0.0,664770893.0,10.03,0.0,0.0,27.8477,8.8609,9.3248,19.196,6.4742,41.704,61.1067,4.4185,0.4966,0.3482,775.4164,1.8888,142.9479,0.7461,0.4426,0.3271,14.0285,738.1837,-0.4584,44.5254,11.2891,62.286,124.591,144.1271,20.2261,84.0202,180.6693,124.591,178.1143,71.4854,55.4746,6401190337.0,0.2185,0.0709,1.4293,0.1277,16.0375,,,,4912791.0,0.0,,,,,,,,,,,,,
2006-12-31,0.4105,,,0.32,2.9,2.59,0.7886,0.5693,0.6981,2.58,6.151,31.9283,6.7777,17.8457,14.993,67.8544,14.0587,131.9653,45.5058,19.7756,32.0273,16.8182,1.0306,210.7597,0.0089,0.0,946616357.0,12.64,11.45,328227833.0,28.7921,10.068,8.4346,22.6856,10.1472,35.4778,56.5842,6.3622,0.7059,0.4821,746.733,2.6544,135.6239,1.0475,0.4193,0.3146,17.5526,610.495,-0.4023,43.4573,10.5816,63.8162,130.1107,149.9026,19.5814,83.3282,186.4029,128.5826,172.7838,68.0976,56.5427,6776321412.0,0.2701,0.1182,1.9212,0.209,26.0889,,,,10965062.0,0.0,0.0,,6665106.0,1166981.0,,,,,,,7167729.0,1875713.0,
2007-03-31,0.0691,0.05,0.05,,2.9688,2.65,0.1804,0.5674,0.698,,1.0261,31.7916,1.031,11.0869,10.0803,68.0714,8.7881,6.913,2.3285,1.0261,31.9286,21.1926,-1.6383,320.7445,0.0494,0.361,253950415.0,2.04,,,39.9312,16.4219,8.5402,18.1884,2.3673,38.018,58.2147,1.546,,0.1173,767.2634,0.6543,137.5516,0.2681,0.3798,0.2541,9.4622,314.4023,-0.3824,44.0668,10.5371,,126.9282,152.2337,19.2973,,188.6352,124.7381,175.173,,55.9332,6841329807.0,0.2293,0.0268,2.6092,0.0479,6.0257,,,,15843180.0,0.0,,,,,,,,,,,,,
2007-06-30,0.1889,0.15,0.15,0.16,2.5622,2.32,0.4819,0.5899,0.341,,2.7148,29.5317,2.7718,13.8666,12.6429,70.2768,10.4996,122.7789,47.9198,17.6415,29.7232,16.5178,-4.8164,244.8333,0.1036,0.0,539640607.0,6.35,5.56,157798332.0,42.0334,2.3003,-3.3865,17.6319,5.6126,32.0707,49.4682,3.6387,0.3829,0.264,681.8182,1.4927,120.5869,0.6589,0.3063,0.2049,8.0895,511.9589,-0.2308,36.8145,8.5907,52.7829,171.6317,184.0487,18.92,82.3715,226.9965,169.0673,154.3854,69.7471,63.1855,7067301718.0,0.2678,0.0692,2.5504,0.1096,12.9051,,,,4200000.0,0.0,0.0,,4428885.0,994818.0,,,,,,,1484115.0,2249242.0,
2007-09-30,0.3802,0.29,0.29,0.3,2.7686,2.47,0.8582,0.6037,0.4837,,4.3333,30.8058,4.9229,16.9648,14.5374,68.9153,12.6492,38.0244,13.7343,4.3333,31.0847,14.9658,-2.0762,215.7629,0.0083,,940367327.0,11.72,0.0,0.0,47.017,21.6648,-1.3601,39.2016,8.6626,31.1685,44.3772,6.0842,,0.3892,693.7307,1.5402,175.3019,1.0606,0.4888,0.4212,30.8525,613.8412,-0.2002,31.5512,6.2899,,216.9451,184.8779,16.622,,221.7346,214.7237,142.8301,,68.4488,8910558914.0,0.2855,0.0978,2.257,0.1429,15.9141,,,,4200000.0,,,,,,,,,,,,,,
2007-12-31,0.4775,0.41,0.41,0.39,3.6075,3.37,0.9279,1.5171,0.55,,6.7107,30.243,7.4495,17.9756,15.3531,69.4747,13.5449,138.1323,38.29,19.4128,30.5253,14.5229,3.0605,199.6267,0.0056,,1266565618.0,10.77,14.5,412588587.0,41.2554,36.093,45.5311,24.7429,13.7036,26.2705,40.004,8.9991,0.8516,0.55,654.5455,2.4485,147.0288,1.1584,0.5929,0.5025,35.5153,1077.3344,-0.3509,50.6994,6.0826,82.0837,97.2409,131.6562,10.7122,82.9428,147.4515,95.9759,198.3649,61.7656,49.3006,8452981947.0,0.2632,0.1304,1.9432,0.2645,30.6284,,,,4200000.0,,,,9839707.0,1967422.0,,,,,,,3723691.0,78100.0,
2008-03-31,0.1903,0.17,0.17,,3.8005,3.54,0.0891,1.5078,0.7161,,2.5726,32.4363,2.6223,31.7178,25.2275,67.4703,23.1294,19.0258,5.0061,2.5726,32.5297,12.1629,18.2192,128.2702,0.0141,,316966161.0,4.7,,,22.3332,221.9704,49.7592,28.4182,3.2898,27.3573,48.4288,1.8584,,0.1134,793.6508,0.46,195.6522,0.2221,0.5696,0.466,33.6429,213841.022,-0.3168,51.39,5.7632,,94.5904,132.8499,10.0837,,147.7484,93.4569,201.2693,,48.61,8785511473.0,0.1084,0.0121,0.4685,0.0248,2.852,,,,27200000.0,0.0,0.0,,,,,,,,,,,,
2008-06-30,0.387,0.35,0.35,0.31,3.7994,3.55,0.4028,1.504,0.745,,4.8166,32.2165,5.1086,29.325,23.1082,67.6888,21.5637,138.9661,36.5756,17.2976,32.3112,11.5526,9.6344,138.4742,0.007,,686783304.0,9.71,9.96,363766326.0,16.6611,139.5947,73.4793,35.0434,6.6183,27.1973,42.0816,4.2774,0.4036,0.2369,759.8143,0.9628,186.9547,0.4845,0.5394,0.4572,32.5644,-10217.1986,-0.3732,47.2926,7.6609,84.4976,111.4494,138.2262,13.9407,81.7663,160.6175,110.4335,185.4558,55.9692,52.7074,9543927240.0,0.2244,0.0501,1.0409,0.0951,11.2493,,,,27200000.0,,,,3697629.0,514227.0,,,,,,,508799.0,2118850.0,
2008-09-30,0.4962,0.45,0.45,0.41,4.0557,3.85,0.5504,1.7349,0.8248,,5.9591,31.2506,6.5461,24.6575,19.6199,68.6541,18.7466,49.6159,12.2335,5.9591,31.3459,13.2173,9.5069,154.6221,0.0052,,1023202421.0,11.45,0.0,0.0,7.2601,58.9645,78.4655,15.5946,9.4173,28.6706,45.9402,5.8772,,0.3492,773.1959,1.4913,181.0501,0.7039,0.5395,0.4344,29.6012,1996.0871,-0.5468,48.7116,10.2298,,105.2898,132.4799,17.3558,,160.3015,104.3924,190.9149,,51.2884,10300128746.0,0.208,0.0661,1.1093,0.1289,16.2741,,,,27200000.0,,,,,,,,,,,,,,
2008-12-31,0.4044,0.35,0.35,0.29,3.8906,3.67,0.8328,1.6715,0.6979,,4.821,29.8067,5.3134,13.8295,10.8932,70.0727,11.7058,150.3391,38.6421,17.9244,29.9273,14.7556,15.9524,253.7179,0.0064,,1273753978.0,9.24,9.77,350296529.0,2.0395,-11.8153,12.3064,22.7503,15.5314,23.1789,39.1228,9.2018,0.7776,0.4539,793.1262,2.1727,165.6925,0.9393,0.412,0.3374,23.6615,744.166,-0.4446,46.3858,11.0073,83.4082,115.5833,144.0108,19.1788,80.9312,178.1846,114.5054,182.6857,55.613,53.6142,10376061066.0,0.2411,0.0993,2.0595,0.1852,23.5798,,,,27200000.0,,,,2041433.0,474027.0,,,,,,,837892.0,1663937.0,
2009-03-31,0.0561,0.05,0.05,0.0,3.9606,3.74,0.1954,1.6845,0.7478,,0.6462,26.3951,0.6576,9.1528,8.1089,73.45,7.9885,5.6138,1.4174,0.6462,26.55,19.1413,13.8795,310.9395,0.0463,,229467020.0,1.34,0.0,0.0,-11.0358,-69.2731,8.5224,22.3203,3.3256,27.0628,46.1278,1.9511,,0.0823,1093.5601,0.4714,190.9207,0.179,0.413,0.3411,22.6337,312.4685,-0.4554,45.5932,11.3748,,119.3312,144.6898,19.967,,180.7877,118.2717,180.1651,,54.4068,10746460636.0,0.2781,0.0225,3.4807,0.0413,5.2866,,,,27200000.0,,,,,,,,,,,,,,
2009-06-30,0.2361,0.21,0.21,0.2,4.0523,3.86,0.5396,1.723,0.8189,,2.7235,31.1622,2.7539,17.5829,14.4321,68.7028,13.9903,150.4222,37.1198,17.3487,31.2972,17.0601,6.6686,206.3263,0.0128,,643669825.0,5.53,5.56,245535307.0,-3.1068,-37.1368,9.8686,11.1746,7.512,23.9617,43.4206,4.1455,0.3254,0.1968,914.6341,1.2314,146.1751,0.4227,0.3581,0.2754,13.7441,681.0406,-0.4513,46.7371,11.8558,71.6061,113.963,145.661,20.2343,81.6944,182.611,112.9222,183.3978,65.2697,53.2629,10610427433.0,0.3197,0.0622,2.2851,0.1168,15.209,,,,27200000.0,0.0,0.0,,2599974.0,628427.0,,,,,,,549888.0,20088.0,
2009-09-30,0.5149,0.47,0.47,,4.3427,4.13,0.8612,1.7319,1.0775,,5.8381,33.7694,5.9528,23.9785,18.7338,66.1179,17.7614,51.4862,11.8558,5.8381,33.8821,15.5262,7.1789,172.2572,0.0049,,1197911686.0,11.43,,,8.3423,2.6484,5.9189,4.7776,10.975,24.6014,38.988,6.9252,1.2295,0.3352,805.4893,2.1721,124.3037,0.7005,0.3452,0.2624,9.4933,1025.4382,-0.4204,49.2422,10.836,,103.0778,143.8343,18.0365,,175.4859,101.9398,192.9797,0.0,50.7578,10792232390.0,0.2971,0.0977,1.6727,0.1924,24.8095,,,,27200000.0,0.0,0.0,,,,,,,,,,,,
